Brand,Model,Year,Price,Color,Mileage,Transmission,Fuel_Type,Date_Sold,Buyer_Name,City,Dealership_ID,Cost,Profit,Customer_Email,Customer_Phone
Ford,Fusion,2016,33719.64,Grey,45053.3,Manual,Petrol,23-04-2023,John Mcclure,New Sandraton,D0042,29911.28343,3808.356573,meyercarrie@yahoo.com,
Nissan,Altima,2021,57449.5,Grey,9245.2,Manual,Petrol,05-12-2022,Jennifer Torres,Courtneystad,D0013,43446.78582,14002.71418,melissa57@gmail.com,0014144222057x849
Honda,Accord,2001,23660.9,Blue,154949.6,Manual,Electric,08-01-2022,Patrick Clark,Lake Lisatown,D0032,19690.1539,3970.746098,,991-737-4812x480
Nissan,Sentra,2020,60918.63,Red,39802.4,unknown,Diesel,08-02-2022,Kerry Gonzalez,Port Ann,D0039,55221.48481,5697.145194,,972.178.1044x860
Nissan,Altima,2017,29652.97,Blue,53264.8,Manual,Diesel,09-12-2021,Barbara Mcclain,New Katherine,D0049,24190.26068,5462.709321,chudson@jones-johnson.com,+1-055-054-7105x172
Toyota,Corolla,2006,9373.91,Silver,11547.4,Automatic,Diesel,16-12-2023,Andrew Richardson,Port Michaelchester,D0032,7214.295995,2159.614005,panderson@burke.info,001-640-856-7990x9411
Nissan,Altima,2007,58026.11,Grey,117341.5,Manual,Diesel,05-07-2024,Ashley Ramirez,East Katrina,D0004,50115.83221,7910.277794,tleach@yahoo.com,030.141.0074
Volkswagen,Tiguan,2005,45689.55,White,113390.9,Automatic,Electric,14-12-2020,Andrew Price,East Paulside,D0030,41392.0754,4297.474595,,(688)455-9603
Hyundai,Elantra,2024,39965.34,Blue,170621.5,Manual,Diesel,19-12-2022,Miranda Anderson,Ericport,D0037,28606.59382,11358.74618,jamesgoodman@yahoo.com,(250)2953052x7949
Chevrolet,Impala,2006,26467.09,Red,184834.1,Manual,Petrol,04-04-2024,Jeffrey Carter,Robertfurt,D0023,23666.80891,2800.281091,mosleymary@hotmail.com,015-494-9835x6290
Honda,Civic,2024,43192.94,Grey,113975.8,Manual,Diesel,29-08-2022,Larry Huffman,Karenside,D0039,39107.40547,4085.534533,scott36@lamb.com,
Honda,CR-V,2024,36129.86,Blue,140647.1,Automatic,Hybrid,27-08-2023,Laura Vincent,New Stephenberg,D0045,29459.59169,6670.26831,pdurham@martin.org,001-658-257-0904x790
BMW,X3,2016,62382.78,White,24228.6,Manual,Electric,17-04-2022,Karen Hart,Lake Paulatown,D0015,59003.28112,3379.498884,ocarter@hotmail.com,(631)675-1597x840
BMW,X5,2018,42644.29,White,62562.5,Automatic,Electric,29-01-2025,Sean Swanson,North Valerie,D0043,38238.15766,4406.132343,wayne14@hotmail.com,153.678.8402
Kia,Sportage,2020,53073.62,White,37805.6,Manual,Diesel,07-08-2022,Johnny Munoz,Daniellechester,D0029,47416.80224,5656.817756,christianmason@yahoo.com,001-598-336-7877x745
Nissan,Sentra,2002,66437.23,Grey,14460.3,Automatic,Hybrid,12-10-2021,James Cook,Angelaburgh,D0036,58927.14184,7510.088157,upatterson@gmail.com,
Toyota,RAV4,2020,48339.06,,182986.5,unknown,Petrol,17-03-2021,Eric Larsen,Port Patriciaview,D0013,35657.40553,12681.65447,brenda69@gmail.com,
Toyota,RAV4,2022,48812.14,Blue,25868.2,Automatic,Diesel,21-02-2022,James Delgado,Port Davidborough,D0032,36819.37411,11992.76589,pfisher@williams-watkins.net,+1-839-406-8912x632
Hyundai,SONATA,2018,20808.51,Grey,49042.2,Automatic,Petrol,19-01-2021,Alexis Mckee,Lake Denise,D0007,16979.69282,3828.817177,hickmanemily@hicks-morrison.biz,001-438-939-0424x37493
Kia,Optima,2020,55984.46,Silver,195579.2,Automatic,Petrol,02-12-2022,Kenneth Edwards,Corytown,D0022,42884.15724,13100.30276,pattersontara@cobb.com,001-547-438-6496
BMW,X5,2018,47777.1,Blue,186109.4,Manual,Petrol,05-09-2021,Brian Christian,North James,D0028,38403.72236,9373.377635,christopherjackson@gmail.com,864.682.5895x5688
Ford,Escape,2007,41835.23,White,137021.8,Manual,Hybrid,27-04-2024,Danielle Phillips,South Briana,D0002,38576.9361,3258.293904,ronald20@monroe.com,(113)830-5513x8032
Toyota,Corolla,2013,20089.36,,71415.6,Manual,Electric,19-09-2023,Lisa Morgan,Willisburgh,D0042,18202.60192,1886.758078,,001-867-408-9297x8875
Hyundai,Elantra,2021,43081.88,White,21710.4,Manual,Diesel,29-03-2025,Melody Hall,Rowefort,D0045,36943.14161,6138.73839,cindyhodge@smith.biz,(393)074-3727
Mercedes,E-Class,2003,10948.83,Black,91723.5,Manual,Petrol,07-11-2020,Jeffery Gilbert DVM,Allenmouth,D0006,10013.03458,935.795421,jessica38@gmail,(843)792-6550x9053
Mercedes,GLA,2002,43800.1,Black,173425,Automatic,Electric,19-10-2023,Samantha Frazier,East Melissa,D0028,39242.39725,4557.702746,joseph02@hotmail.com,140-237-9089x089
Nissan,Sentra,2021,29747.58,Blue,57439.2,Manual,Hybrid,17-06-2024,Ana Scott,Carlahaven,D0028,24013.62189,5733.958105,jesus88@bright-jones.net,(501)912-9703
Chevrolet,Equinox,2020,37227.16,Silver,43131.9,Automatic,Diesel,18-04-2025,Debra Shelton,Fordside,D0044,27930.28315,9296.876854,karen92@yahoo.com,9919703933x99461
Mercedes,E-Class,2020,68324.65,Blue,63584.9,Automatic,Hybrid,12-02-2025,Carrie Kelley,Angelashire,D0044,56610.40652,11714.24348,elizabethscott@hotmail.com,3743546963
Volkswagen,Golf,2010,29443.59,White,76178,Automatic,Diesel,19-04-2025,Eric Boyer,Jeremychester,D0020,26029.81834,3413.771659,jbennett@yahoo.com,996-837-7642
BMW,X5,2002,58232.76,White,136230.6,Automatic,Electric,24-03-2021,John Turner,Haleyland,D0030,47116.41144,11116.34856,jamiegarner@turner-bridges.com,0015404359799x892
Kia,Sportage,2012,39733.88,Grey,86568.6,Automatic,Electric,13-05-2023,Jason Hunt,Lake Aliciaview,D0011,34437.07476,5296.805237,fyoung@daugherty.info,193.928.6514x4194
Mercedes,C-Class,2020,44824.06,Silver,196803.6,unknown,Electric,05-05-2022,Dawn Campbell,Johnsonchester,D0028,32433.87655,12390.18345,keithwhite@yahoo.com,-6344
Volkswagen,Tiguan,2018,19367.06,Black,81271.2,Automatic,Electric,07-11-2024,Martha Mason,Kiarashire,D0025,17178.60515,2188.454848,joann55@hernandez.com,959.132.3435
Ford,Fusion,2009,27299.33,Blue,106617.4,Manual,Hybrid,15-09-2024,Martha Garrison,East Christian,D0039,24656.16533,2643.164674,,848-435-4377x5988
Toyota,Camry,2020,12108.57,Blue,186334.9,Automatic,Diesel,21-12-2021,Joshua Quinn,Martinberg,D0033,10615.69791,1492.872086,briannafreeman@gmail,978-509-2614
Ford,Escape,2021,33088.74,Red,148790.7,Automatic,Hybrid,13-08-2023,Cody Gilmore,Tammyville,D0001,31163.50134,1925.23866,kathrynsmith@gmail,(704)851-6765x25342
Honda,CR-V,2003,56967.65,Silver,41457.2,Manual,Diesel,05-09-2023,Eric Castillo,Weissbury,D0027,51650.46127,5317.18873,gatescory@hotmail.com,9799636926
Volkswagen,Passat,2018,12425.08,Black,169876,Automatic,Electric,10-05-2022,Brian Estrada,New Ashleyland,D0013,11502.80895,922.2710459,devinthompson@bowen-armstrong.com,
Mercedes,GLA,2004,38203.62,White,121303,Manual,Hybrid,04-07-2024,Felicia Lopez,Michelleburgh,D0041,35658.98273,2544.637271,alexanderwagner@gmail.com,(451)387-8895
Kia,Optima,2004,17161.41,White,125784.9,Manual,Petrol,30-05-2022,Rebekah Thompson,Wheelermouth,D0003,15451.05236,1710.35764,roysmith@gmail.com,809-237-4017x72557
Kia,Optima,2022,59592.97,White,37614.4,Automatic,Diesel,01-03-2021,Courtney Patton MD,Nicoleberg,D0039,51760.35074,7832.619264,willisamanda@gmail,355.167.2868x2174
Kia,Sportage,2016,12358.71,Red,57238.3,Manual,Petrol,29-07-2023,Crystal Green,West Leslieport,D0006,8668.765572,3689.944428,ntanner@meyers-smith.com,484-629-2991x07879
Chevrolet,Impala,2001,34232.6,Black,173128.9,Automatic,Hybrid,14-04-2025,Mary Davidson,Alexisborough,D0008,27949.42667,6283.17333,wgarza@gmail.com,462-417-5038x919
Volkswagen,Tiguan,2013,15788.81,Blue,158045.6,Automatic,Petrol,17-03-2023,Anthony Watts,Sarahaven,D0027,13306.66025,2482.149747,fmiller@rivera.info,(862)929-7401
Volkswagen,Passat,2016,69056.74,Grey,163960.3,Automatic,Hybrid,01-08-2023,Matthew Woods,Brewerport,D0009,53588.55287,15468.18713,,+1-343-623-6138x28059
Mercedes,C-Class,2024,59831.12,White,100444.5,Manual,Hybrid,27-03-2022,Kenneth Allen,Larrychester,D0037,46639.92033,13191.19967,adam31@martin.com,+1-836-529-0027x6268
Mercedes,E-Class,2015,26273.8,Red,174437,Automatic,Hybrid,31-08-2023,Kara Durham,Brandiland,D0033,24704.98756,1568.812436,aaron08@chambers.biz,+1-601-257-9873x123
Chevrolet,Impala,2008,25986.23,Black,70862.3,Automatic,Hybrid,06-06-2021,Lisa Watkins,Sarahstad,D0042,23983.41191,2002.818091,odawson@charles.com,001-498-205-1252x7033
Toyota,Corolla,2005,33683.59,Red,198408.5,Manual,Diesel,03-02-2022,Lee Garcia,Lake Shelbymouth,D0044,30729.36236,2954.227636,,-3686
Honda,CR-V,2011,21275.3,Black,134579.2,Automatic,Petrol,05-09-2024,Manuel White,North Jeffrey,D0024,17052.21572,4223.084279,paul22@hotmail.com,18899495842
Toyota,Corolla,2015,10066.02,,49107.2,Manual,Petrol,02-10-2020,Michael Tanner,Lake Kathleenland,D0015,7080.686471,2985.333529,morgan23@hotmail.com,184-523-9839x0848
Chevrolet,Impala,2002,52499.62,Red,25124.3,Manual,Electric,04-07-2024,Christopher Rodriguez,West Tonyaview,D0032,37802.64336,14696.97664,clarkeileen@hotmail.com,3034773311
Nissan,Rogue,2000,44670.75,Blue,90819.4,Automatic,Diesel,27-04-2025,Angela Griffin,Franklinside,D0032,34756.03648,9914.713521,angela21@jackson.com,+1-590-805-0575x232
Honda,CR-V,2023,29962.07,White,66328.2,Automatic,Diesel,21-02-2024,Susan Chang,Kennedystad,D0024,21091.37157,8870.698435,jenniferlin@howard.info,
Toyota,RAV4,2009,18353.97,Silver,104356.9,Manual,Electric,26-06-2022,Richard Perkins,South Krista,D0041,12926.47065,5427.499354,robertlane@garner.com,001-370-400-2327x498
Volkswagen,Golf,2016,62767.09,Red,197442.1,Manual,Diesel,06-12-2024,Ronald Smith,Lake Donald,D0049,58320.09348,4446.996518,frank40@gmail.com,(510)703-8554x6838
Honda,Civic,2018,9389.62,Black,47069.9,Automatic,Hybrid,24-09-2022,Spencer Lopez,Blackburnton,D0049,8230.373999,1159.246001,maurice52@yahoo.com,544.646.0794x5691
Nissan,Rogue,2019,14924.23,Red,65431.8,Automatic,Diesel,03-06-2021,Brandon Morgan,Cookfurt,D0012,11599.69356,3324.536436,hmcbride@yahoo.com,+1-862-037-4155x8538
Hyundai,Tucson,2007,,Red,185302.4,Automatic,Hybrid,27-09-2021,Brenda Willis,South Michaelview,D0039,,,,(546)582-0721x881
Ford,Escape,2000,15649.12,Black,106986,Manual,Diesel,08-10-2022,Marilyn Harris,Davidstad,D0002,12956.04619,2693.073814,sherihughes@hotmail.com,6059891983
Mercedes,E-Class,2008,39050.52,Black,143903,Automatic,Hybrid,31-05-2024,Annette Tucker,West Kimberlyport,D0003,27387.55659,11662.96341,jessica90@yahoo.com,+1-460-472-8344x235
Honda,CR-V,2021,51980.59,Blue,,Automatic,Petrol,29-09-2022,Nicholas Curry,East Juan,D0049,48581.23802,3399.351983,jacquelinejackson@hotmail.com,784-057-3468
Toyota,RAV4,2022,53143.28,White,48780.5,Automatic,Hybrid,05-12-2022,Vincent Burch,Josephfurt,D0037,42711.45501,10431.82499,kdavis@chen.com,
Toyota,Corolla,2007,57281.97,Red,191045.5,Automatic,Hybrid,28-09-2023,Johnny Harvey,Lyonshaven,D0049,45859.01371,11422.95629,castillosarah@gmail,(061)478-8873
BMW,X5,2009,53072.44,Blue,95465.7,Manual,Diesel,21-10-2022,Jessica Burns,Richardhaven,D0017,42333.14695,10739.29305,jamesmullen@yahoo.com,-2146
Nissan,Altima,2020,59572.31,Red,190443.1,Automatic,Hybrid,14-01-2023,Austin Le,South Aaronbury,D0049,42733.1292,16839.1808,elizabethdavis@nelson.com,-3481
Toyota,Corolla,2022,23188.64,Red,184648.5,Manual,Electric,18-07-2022,Sarah Ruiz,North Gabriel,D0002,19932.50416,3256.135844,sarahwilkinson@reed.com,001-944-978-7059x6716
Volkswagen,Tiguan,2001,33273.89,Blue,51170.5,Manual,Electric,29-03-2023,Brian Stafford,Adamton,D0002,29389.19345,3884.696548,hking@hotmail.com,736.122.7460
Chevrolet,Malibu,2024,55059.53,Red,35305.1,Automatic,Hybrid,29-01-2023,Sarah Torres,Lake Heidi,D0028,47848.45765,7211.072347,adamscharles@hotmail.com,(829)721-4742x39058
BMW,X1,2002,15245,Grey,64321.9,Automatic,Diesel,05-06-2025,Kenneth Young,Stephanieland,D0023,11199.11227,4045.887726,danielle61@martinez.org,
BMW,X3,2005,7020.34,White,171647.3,Automatic,Petrol,07-08-2023,Robert Buckley,Laurenstad,D0037,5930.151696,1090.188304,ybrown@nelson.net,+1-442-733-5643x410
Ford,Focus,2012,29195.58,Grey,187827.1,Automatic,Electric,02-02-2025,Kari Moore,North Thomas,D0032,24593.51345,4602.066546,jay01@yahoo.com,(907)4315051
Honda,Accord,2003,7775.26,White,14874.4,Manual,Hybrid,13-07-2022,Mallory Middleton,West Erikhaven,D0033,7130.711916,644.5480842,margaretfisher@gmail.com,(400)989-0449x163
Kia,Rio,2001,44916.93,Silver,52928,Manual,Hybrid,10-05-2022,Kevin Hall,Laurafurt,D0001,35699.16362,9217.766377,aaronscott@yahoo.com,
Nissan,Sentra,2020,69615.67,Silver,159995,Manual,Electric,01-04-2025,Nicole Paul,South Gregory,D0019,55196.27972,14419.39028,jordanwagner@frazier.com,
Toyota,Camry,2019,19236.31,Black,16425.3,Manual,Electric,24-02-2021,Justin Young,Michellefurt,D0002,16439.96156,2796.348439,robert55@yahoo.com,864-705-6743x49563
Toyota,Corolla,2018,60022.83,White,74186.9,Automatic,Diesel,27-02-2023,Ruben Kelley,Jonathanbury,D0044,51515.68406,8507.145935,twilliams@gmail,(136)713-0431
Mercedes,GLA,2018,14236.65,Blue,168155.9,Manual,Electric,11-01-2022,Deborah Navarro,Peterville,D0026,11635.91738,2600.732617,rbowman@gmail.com,405.502.3145x786
Mercedes,GLA,2006,57418.95,,144802.8,Manual,Petrol,12-10-2022,Glen Mayer,Lake Jasonstad,D0032,46553.26584,10865.68416,glasscasey@brown-burns.org,631.029.0801x18888
Honda,Accord,2022,66225.01,White,119273.2,Manual,Electric,16-02-2022,Lori Norman,Cooktown,D0006,54538.74061,11686.26939,bondthomas@stevens.com,554-762-7938
Mercedes,C-Class,2022,67968.29,Grey,178472,Manual,Diesel,27-01-2023,Leslie Thomas,Jessicaside,D0032,62208.74715,5759.542845,lisadavis@lopez-rodriguez.biz,687.148.2871x5374
Toyota,RAV4,2018,30454.09,Silver,11314.6,Manual,Diesel,03-07-2021,Tyler Randolph,South Deborah,D0004,24828.96758,5625.122421,crogers@anderson-hurst.com,543.776.6960x455
Mercedes,C-Class,2020,62545.82,,165224.1,Manual,Hybrid,05-11-2022,Peggy Sutton,Davidside,D0011,58479.27517,4066.544832,kevin30@hotmail.com,+10676893643x70565
Toyota,Camry,2014,52617.99,Blue,177487.6,Manual,Hybrid,01-12-2023,Timothy Campos,New Frankport,D0017,43462.50925,9155.480752,matthew47@gmail.com,776.971.1129
Chevrolet,Malibu,2014,9791.11,Red,62507.2,Manual,Electric,01-11-2024,Megan Stewart,Hillborough,D0038,9177.2091,613.9009002,kevin16@hotmail.com,100.472.9698x22502
Honda,Accord,2019,69042.95,White,142378.4,Manual,Diesel,21-08-2020,Gloria Martin,Williamhaven,D0024,62705.35784,6337.59216,johnathan70@yahoo.com,
Nissan,Rogue,2023,40108.15,,59897,Automatic,Petrol,03-05-2023,Randy Wagner,Craigshire,D0005,31709.81746,8398.332537,heather97@russell.com,527.955.0883
BMW,X5,2020,44014.01,Blue,23912.4,Automatic,Diesel,18-03-2021,Cynthia Freeman,North Eric,D0034,40312.88754,3701.122462,,615.350.0228
BMW,X1,2020,40368.19,Blue,77349,Manual,Electric,26-08-2024,Destiny Hays,East Mary,D0006,29368.49689,10999.69311,,(972)750-1781
Ford,Escape,2021,11285.67,Grey,72039.3,Manual,Diesel,10-04-2022,Allen Walker,Lake Davidport,D0022,10509.91329,775.7567112,tiffany87@gmail,(590)745-4235x13936
Kia,Sportage,2007,35957.05,Red,81986.9,Automatic,Diesel,02-11-2023,Natalie Brooks,Port Tracy,D0011,30847.94436,5109.105636,perezsherry@wilson.com,(108)8724641x257
Ford,Focus,2013,10093.95,Grey,89901.7,Automatic,Electric,04-01-2022,Nicholas Brown,Lopezchester,D0048,7203.019374,2890.930626,kevinhuang@bailey.biz,0019782249071x523
BMW,X5,2014,64615.52,Red,158377.4,Manual,Petrol,21-02-2021,Ashley Lucero,Taylormouth,D0016,55638.1098,8977.410197,mmoran@gmail.com,001-877-204-8828x523
Volkswagen,Golf,2009,61385.89,Black,176189.2,Manual,Hybrid,07-06-2022,April Pratt,Kevinchester,D0033,57921.38783,3464.502167,melanie28@wong.org,(342)554-1620x2525
Hyundai,Elantra,2012,62822.32,Black,139650.2,Automatic,Hybrid,03-08-2020,Shelly Sanders,Wagnerport,D0009,45071.88377,17750.43623,gmyers@gmail,639-503-7978x361
Kia,Sportage,2021,11384.13,Blue,31205.2,Manual,Electric,01-07-2023,James Ortiz,Michaelland,D0006,9547.550249,1836.579751,brandon42@morrow.net,742.865.3681
Kia,Sportage,2011,58366.13,Silver,159340.6,Automatic,Electric,27-10-2020,Brenda Walker,North Rebeccabury,D0016,51767.75656,6598.373442,kristinhanson@gmail.com,(755)840-4089x844
Chevrolet,Malibu,2007,7149.62,Red,184016.1,Automatic,Electric,22-11-2020,Joshua Benson Jr.,West Keithton,D0029,6452.994249,696.6257508,tara33@smith.biz,591-495-9539x0849
Kia,Sportage,2014,16542.94,White,119441.6,Manual,Electric,12-02-2021,Stacey Scott,New Jessica,D0003,13291.53873,3251.401268,amanda94@yahoo.com,357.471.8539x120
Ford,Escape,2024,67719.64,Blue,131239.1,Automatic,Electric,25-12-2022,James Wade,Patriciatown,D0020,50860.26947,16859.37053,daniel35@thompson.biz,001-554-337-0402x95235
Ford,Escape,2005,44074.23,Red,48635.2,Manual,Electric,19-04-2023,Karen Turner,Port Jayland,D0036,31318.51183,12755.71817,shanebarker@gmail.com,394775195
Volkswagen,Passat,2018,11650.29,Silver,199888.7,Manual,Electric,21-09-2022,Rebecca Roberts,North Katie,D0019,9843.697463,1806.592537,roysteven@yahoo.com,209-659-6332x14450
BMW,X5,2022,66892.21,Grey,63264.3,Automatic,Diesel,11-12-2020,Jay Garcia,Olsonberg,D0026,54398.60261,12493.60739,bethany08@moreno-jarvis.com,(226)8722729
Toyota,RAV4,2015,69835.49,Black,181847.8,Manual,Hybrid,04-05-2024,Jessica Downs,Nicholasland,D0003,65448.85043,4386.63957,florescindy@cooper-leonard.com,7269229842
Nissan,Rogue,2015,63924.22,Grey,74906.9,Manual,Diesel,11-04-2021,Janice Mack,West Matthewport,D0019,45715.48436,18208.73564,lisa99@smith.com,687-273-6754x810
Nissan,Sentra,2021,63473.43,Grey,22413.5,Manual,Diesel,08-06-2025,Michael Roberts,New Marcus,D0020,55307.49934,8165.930661,ibrown@yahoo.com,4656963161x18568
Honda,Accord,2001,61315.57,Silver,118161.1,Automatic,Hybrid,19-12-2021,Gina Miller,Nelsonchester,D0032,43303.60354,18011.96646,meyercindy@thompson.com,001-855-974-1259x187
Ford,Focus,2006,27273.54,Silver,179104.8,Manual,Diesel,03-08-2023,Karen Flowers,East Joshuaton,D0007,20260.38222,7013.157781,diazjames@henderson-pacheco.com,(527)409-2160
Toyota,Corolla,2014,22779.31,Blue,117374.4,Automatic,Hybrid,26-05-2022,Anthony White,Deanfurt,D0041,18528.57116,4250.738838,scottcollins@gmail.com,(587)089-9553
kia,Optima,2000,7452.15,Blue,147478.5,unknown,Electric,17-06-2024,Anthony Frey,Hallberg,D0033,6063.949419,1388.200581,jamespayne@gmail.com,+1-287-536-2113x26079
Mercedes,E-Class,2004,11676.03,Silver,119790.8,Automatic,Petrol,11-11-2022,Shawn Oneal,Williammouth,D0040,10174.78603,1501.243972,jonathan74@hodge.org,687.680.2973x8453
Ford,Fusion,2015,28351.31,Blue,37152.3,Manual,Petrol,04-01-2025,Ashley Lopez,North Jennifer,D0039,26297.34998,2053.960021,christiansoto@hill.com,117.112.5632
Mercedes,GLA,2020,56488.27,White,175926.1,Manual,Petrol,27-01-2022,Katie Mcbride,South Lisa,D0018,48566.24428,7922.025717,scottedward@yahoo.com,(596)9347040
Kia,Optima,2003,40573.36,White,141864.3,Automatic,Petrol,21-05-2021,Laura Brady,Lake Julie,D0040,38073.3827,2499.977301,knoxstephen@gmail,454-923-4023x977
Honda,CR-V,2023,45150.37,Black,27232.4,Automatic,Hybrid,16-02-2021,Charles Allison,Kimshire,D0001,41556.57708,3593.792915,bsmith@coleman-jenkins.net,+1-143-097-7573x1314
BMW,X1,2001,40629.02,Blue,,Manual,Electric,02-09-2024,Kristina Jordan,Port Aliciaville,D0011,34377.22747,6251.792529,steven04@green.org,001-887-646-7822x4213
Honda,CR-V,2002,52031.64,Red,181432,Automatic,Hybrid,02-01-2021,Stephanie Rubio,Hortonmouth,D0028,47268.03866,4763.601344,swatson@powell.com,
BMW,X3,2021,25325.96,Grey,27600.7,Automatic,Petrol,08-04-2021,Darin Garcia,Lake Erika,D0025,21796.64571,3529.314286,,359-427-3878
Honda,Accord,2010,16886.51,White,83048.8,Manual,Electric,22-11-2024,Amy Goodman,Tylermouth,D0050,12152.1989,4734.311101,laurenharris@gmail,18056547087
Ford,Escape,2023,8812.02,Blue,25224.1,Manual,Hybrid,17-03-2025,Dawn Barker,Port Robertafurt,D0023,7799.881788,1012.138212,adamjackson@hall.com,628.799.2557x16297
Ford,Fusion,2015,12340.94,White,,Automatic,Electric,21-04-2023,Brittney Sandoval,Johnside,D0031,8931.472845,3409.467155,thompsontricia@gmail.com,689.887.6153
Chevrolet,Equinox,2010,38741.48,Grey,141613.1,Automatic,Hybrid,12-05-2025,Meghan Lambert,Arellanoberg,D0030,32872.94754,5868.53246,lbradley@jackson-ellis.net,001-718-651-4224x5353
Nissan,Rogue,2001,5756.92,Blue,103585.7,Manual,Hybrid,18-02-2025,Steven Perry,Martinezchester,D0042,5041.104863,715.8151365,acarey@gmail.com,667-029-7040
Chevrolet,Equinox,2020,,Blue,20372,Manual,Hybrid,16-08-2024,Maria Jackson,Angelaberg,D0035,,,cindy24@gmail.com,(467)653-0364
Hyundai,Sonata,2001,41213.52,Red,166052.2,Manual,Diesel,23-08-2022,Arthur Maynard,Paulfurt,D0007,31227.42902,9986.090979,johnhernandez@yahoo.com,213.163.7027x480
Mercedes,GLA,2024,45284.27,White,144748.3,Manual,Hybrid,12-06-2025,David Torres,Dennisland,D0016,42065.37615,3218.893851,jessicawright@sheppard.com,-9085
BMW,X5,2016,29302.87,Red,13926.7,Automatic,Hybrid,19-05-2021,Tara Alexander,West Aprilfurt,D0026,25026.95486,4275.915139,,400.484.4579x0040
Hyundai,Elantra,2014,58596.02,,144773.6,Automatic,Hybrid,02-11-2022,Elizabeth Anderson,North Heidimouth,D0048,44625.05912,13970.96088,fordcynthia@henry.com,+1-045-815-9248x98225
Volkswagen,Tiguan,2004,67650.56,Red,108421,Automatic,Hybrid,06-01-2021,Lisa Reynolds,North Michaelchester,D0049,59036.61032,8613.949675,spena@oconnor.org,5397292251
Ford,Focus,2012,47738.92,Silver,177125.7,Manual,Hybrid,07-04-2024,Carmen Valdez,Erneststad,D0002,40539.60944,7199.310557,browncharles@mcclure.info,+1-007-010-4506x10986
